order_id;page_id;product;site_version;time;title;user
;12643003.0;accessories;mobile;2017-04-02 08:12:14;banner_show;user_20
;93.0;sports_nutrition;desktop;2017-01-11 17:14:04;banner_show;user_21
;6153399.0;clothes;desktop;2017-01-12 08:41:38;banner_show;user_21
;15907953.0;company;desktop;2017-04-26 07:25:52;banner_show;user_21
;17137473.0;company;desktop;2017-02-28 11:31:01;banner_show;user_21
;18850043.0;sports_nutrition;desktop;2017-04-07 04:39:00;banner_show;user_21
;17137473.0;company;desktop;2017-02-28 11:32:49;banner_click;user_21
504623.0;;sports_nutrition;desktop;2017-03-03 10:15:41;order;user_21
;95.0;company;desktop;2017-01-17 10:53:26;banner_show;user_22
;14909.0;company;desktop;2017-01-27 11:26:06;banner_show;user_22
;10016456.0;clothes;desktop;2017-03-01 18:07:38;banner_show;user_22
;98.0;accessories;mobile;2017-01-27 05:21:08;banner_show;user_23
;107.0;accessories;mobile;2017-01-16 06:54:50;banner_show;user_23
;123.0;accessories;mobile;2017-01-15 13:06:41;banner_show;user_23
;188807.0;sneakers;mobile;2017-01-16 18:50:25;banner_show;user_23
;3384980.0;company;mobile;2017-02-14 16:00:58;banner_show;user_23
;104.0;accessories;mobile;2017-01-24 13:14:58;banner_show;user_24
;48269.0;sports_nutrition;mobile;2017-01-30 02:46:44;banner_show;user_24
;104.0;accessories;mobile;2017-01-24 13:17:54;banner_click;user_24
;108.0;sports_nutrition;mobile;2017-02-08 06:38:18;banner_show;user_25
;110.0;sneakers;mobile;2017-02-20 21:40:33;banner_show;user_26
;112.0;sneakers;mobile;2017-02-24 11:06:42;banner_show;user_26
;78831.0;sneakers;mobile;2017-02-23 04:30:18;banner_show;user_26
;79028.0;sneakers;mobile;2017-02-27 06:18:02;banner_show;user_26
;111.0;sports_nutrition;mobile;2017-01-25 21:17:21;banner_show;user_27
;57202.0;clothes;mobile;2017-01-20 06:26:06;banner_show;user_27
;57231.0;clothes;mobile;2017-01-14 19:40:57;banner_show;user_27
;57572.0;sports_nutrition;mobile;2017-01-18 03:43:12;banner_show;user_27
;57202.0;clothes;mobile;2017-01-20 06:30:03;banner_click;user_27
;113.0;company;desktop;2017-02-09 09:20:34;banner_show;user_28
;3474330.0;sneakers;desktop;2017-02-18 13:26:07;banner_show;user_28
;10498988.0;accessories;desktop;2017-02-27 18:56:33;banner_show;user_28
;120.0;company;mobile;2017-01-28 19:06:12;banner_show;user_29
;24507.0;company;mobile;2017-02-08 20:31:24;banner_show;user_29
;126.0;clothes;desktop;2017-01-09 07:49:54;banner_show;user_30
;145.0;sneakers;desktop;2017-01-05 18:36:56;banner_show;user_30
;201.0;company;desktop;2017-01-12 10:43:33;banner_show;user_30
;238.0;sneakers;desktop;2017-01-04 11:56:17;banner_show;user_30
;4058220.0;sports_nutrition;desktop;2017-03-01 11:32:47;banner_show;user_30
;10764125.0;sneakers;desktop;2017-03-21 19:58:49;banner_show;user_30
;132.0;clothes;mobile;2017-01-15 03:47:48;banner_show;user_31
;9554100.0;sports_nutrition;mobile;2017-03-20 15:15:15;banner_show;user_31
;134.0;accessories;mobile;2017-01-21 20:26:29;banner_show;user_32
;137.0;company;desktop;2017-03-03 10:36:44;banner_show;user_33
;138.0;accessories;mobile;2017-02-16 18:02:35;banner_show;user_34
;141.0;sneakers;desktop;2017-01-25 07:23:58;banner_show;user_35
;152.0;clothes;desktop;2017-01-12 08:50:24;banner_show;user_35
;1687.0;clothes;desktop;2017-01-20 14:29:22;banner_show;user_35
;50166.0;sports_nutrition;desktop;2017-01-14 14:44:56;banner_show;user_35
;56768.0;sports_nutrition;desktop;2017-01-14 10:58:39;banner_show;user_35
;5061043.0;clothes;desktop;2017-01-04 07:19:23;banner_show;user_35
;1687.0;clothes;desktop;2017-01-20 14:31:22;banner_click;user_35
;56768.0;sports_nutrition;desktop;2017-01-14 11:02:27;banner_click;user_35
463510.0;;sneakers;desktop;2017-02-08 21:16:48;order;user_35
506727.0;;clothes;desktop;2017-02-10 19:12:07;order;user_35
;144.0;accessories;mobile;2017-01-13 13:02:24;banner_show;user_36
;85021.0;accessories;mobile;2017-01-16 05:30:57;banner_show;user_36
;111519.0;accessories;mobile;2017-01-02 16:23:30;banner_show;user_36
;154.0;clothes;desktop;2017-02-24 12:19:02;banner_show;user_37
;166.0;clothes;desktop;2017-01-11 12:34:25;banner_show;user_38
;166.0;clothes;desktop;2017-01-11 12:34:27;banner_click;user_38
;170.0;sneakers;mobile;2017-01-11 11:31:14;banner_show;user_39
;173.0;accessories;mobile;2017-02-19 16:39:56;banner_show;user_40
;177.0;sneakers;desktop;2017-02-16 15:16:13;banner_show;user_41
;4754874.0;company;desktop;2017-02-10 17:47:11;banner_show;user_41
;177.0;sneakers;desktop;2017-02-16 15:18:57;banner_click;user_41
;181.0;company;mobile;2017-02-12 02:54:12;banner_show;user_42
;386.0;sports_nutrition;mobile;2017-02-21 21:16:25;banner_show;user_42
;4752895.0;company;mobile;2017-02-14 17:47:16;banner_show;user_42
;181.0;company;mobile;2017-02-12 02:56:19;banner_click;user_42
;386.0;sports_nutrition;mobile;2017-02-21 21:19:55;banner_click;user_42
;194.0;company;mobile;2017-01-19 06:57:12;banner_show;user_43
;196.0;company;mobile;2017-02-19 11:59:35;banner_show;user_44
;110360.0;sports_nutrition;mobile;2017-02-19 18:31:17;banner_show;user_44
;24812063.0;clothes;mobile;2017-05-16 19:26:11;banner_show;user_44
;198.0;accessories;mobile;2017-02-22 23:33:00;banner_show;user_45
;202.0;sneakers;mobile;2017-02-18 08:51:44;banner_show;user_46
;276.0;sneakers;mobile;2017-02-18 22:54:38;banner_show;user_46
;247203.0;sneakers;mobile;2017-02-23 11:02:28;banner_show;user_46
;610059.0;accessories;mobile;2017-02-18 09:52:07;banner_show;user_46
;2908778.0;accessories;mobile;2017-02-12 12:39:52;banner_show;user_46
;247203.0;sneakers;mobile;2017-02-23 11:04:01;banner_click;user_46
;209.0;sneakers;mobile;2017-01-16 09:24:52;banner_show;user_47
;1964640.0;company;mobile;2017-01-08 20:23:53;banner_show;user_47
;1964640.0;company;mobile;2017-01-08 20:25:02;banner_click;user_47
;210.0;company;desktop;2017-01-20 15:02:54;banner_show;user_48
;211.0;sneakers;mobile;2017-02-21 20:34:22;banner_show;user_49
;25832.0;sneakers;mobile;2017-02-14 19:16:38;banner_show;user_49
;31828.0;sneakers;mobile;2017-02-17 14:35:14;banner_show;user_49
;214.0;sneakers;mobile;2017-02-16 10:16:17;banner_show;user_50
;216.0;sneakers;mobile;2017-03-02 23:19:55;banner_show;user_50
;3786488.0;company;mobile;2017-02-25 17:51:55;banner_show;user_50
;4126372.0;company;mobile;2017-01-29 06:56:59;banner_show;user_50
;4184912.0;company;mobile;2017-02-12 14:19:50;banner_show;user_50
;6530836.0;sneakers;mobile;2017-01-25 13:18:01;banner_show;user_50
;6598936.0;sports_nutrition;mobile;2017-01-19 07:55:30;banner_show;user_50
;10219540.0;company;mobile;2017-05-13 06:54:06;banner_show;user_50
;10374943.0;sports_nutrition;mobile;2017-04-05 15:58:22;banner_show;user_50
;10398509.0;clothes;mobile;2017-04-09 10:47:07;banner_show;user_50
;10485322.0;company;mobile;2017-05-17 21:06:30;banner_show;user_50
;10487722.0;accessories;mobile;2017-05-14 16:48:09;banner_show;user_50
;10489543.0;accessories;mobile;2017-05-13 07:46:10;banner_show;user_50
;10489859.0;accessories;mobile;2017-05-13 08:46:27;banner_show;user_50
;214.0;sneakers;mobile;2017-02-16 10:18:40;banner_click;user_50
;10398509.0;clothes;mobile;2017-04-09 10:51:46;banner_click;user_50
;219.0;clothes;mobile;2017-01-10 17:29:12;banner_show;user_51
;229.0;clothes;mobile;2017-01-04 10:47:24;banner_show;user_52
;190941.0;sports_nutrition;mobile;2017-01-09 10:45:46;banner_show;user_52
;3578094.0;company;mobile;2017-02-01 08:43:37;banner_show;user_52
;229.0;clothes;mobile;2017-01-04 10:47:53;banner_click;user_52
;231.0;company;mobile;2017-01-28 10:00:39;banner_show;user_53
;374.0;company;mobile;2017-01-30 04:22:26;banner_show;user_53
95866.0;;sports_nutrition;mobile;2017-02-06 10:32:36;order;user_53
;234.0;sports_nutrition;mobile;2017-02-23 11:01:50;banner_show;user_54
;245.0;sports_nutrition;mobile;2017-02-22 09:12:38;banner_show;user_55
;256.0;sneakers;mobile;2017-02-19 07:40:59;banner_show;user_55
;190634.0;company;mobile;2017-02-10 22:09:21;banner_show;user_55
;190751.0;sneakers;mobile;2017-02-19 15:44:44;banner_show;user_55
;190837.0;clothes;mobile;2017-02-26 15:37:34;banner_show;user_55
;190866.0;clothes;mobile;2017-02-15 14:11:21;banner_show;user_55
;213605.0;clothes;mobile;2017-02-19 07:02:29;banner_show;user_55
;245251.0;accessories;mobile;2017-02-28 18:57:09;banner_show;user_55
;245.0;sports_nutrition;mobile;2017-02-22 09:15:12;banner_click;user_55
;256.0;sneakers;mobile;2017-02-19 07:46:23;banner_click;user_55
;190751.0;sneakers;mobile;2017-02-19 15:50:19;banner_click;user_55
;190866.0;clothes;mobile;2017-02-15 14:13:05;banner_click;user_55
575369.0;;accessories;mobile;2017-02-10 19:18:02;order;user_55
;268.0;sports_nutrition;desktop;2017-03-04 07:24:50;banner_show;user_56
;213696.0;company;desktop;2017-02-13 14:25:14;banner_show;user_56
;2393265.0;accessories;desktop;2017-01-26 08:59:11;banner_show;user_56
;2393265.0;accessories;desktop;2017-01-26 09:01:11;banner_click;user_56
;278.0;sneakers;mobile;2017-01-15 08:51:36;banner_show;user_57
;103895.0;company;mobile;2017-01-01 18:38:54;banner_show;user_57
;463260.0;clothes;mobile;2017-01-07 17:36:16;banner_show;user_57
;473623.0;clothes;mobile;2017-01-11 09:27:08;banner_show;user_57
;4124763.0;clothes;mobile;2017-01-09 09:50:54;banner_show;user_57
;4742973.0;sneakers;mobile;2017-01-06 15:54:16;banner_show;user_57
;5254502.0;company;mobile;2017-02-11 08:36:52;banner_show;user_57
;5474527.0;clothes;mobile;2017-02-14 05:36:52;banner_show;user_57
;5581119.0;clothes;mobile;2017-01-20 10:18:09;banner_show;user_57
;463260.0;clothes;mobile;2017-01-07 17:41:42;banner_click;user_57
;5254502.0;company;mobile;2017-02-11 08:36:56;banner_click;user_57
;5474527.0;clothes;mobile;2017-02-14 05:44:15;banner_click;user_57
;281.0;sneakers;mobile;2017-01-07 16:37:46;banner_show;user_58
;184222.0;sneakers;mobile;2017-01-27 18:19:03;banner_show;user_58
;3939502.0;accessories;mobile;2017-02-12 14:12:07;banner_show;user_58
;3962328.0;company;mobile;2017-03-07 22:18:00;banner_show;user_58
;6109691.0;sports_nutrition;mobile;2017-01-01 09:13:16;banner_show;user_58
;24466059.0;company;mobile;2017-05-26 04:51:29;banner_show;user_58
;184222.0;sneakers;mobile;2017-01-27 18:24:11;banner_click;user_58
710800.0;;sports_nutrition;mobile;2017-01-20 01:30:24;order;user_58
;282.0;sneakers;mobile;2017-02-16 18:10:59;banner_show;user_59
;9024216.0;sneakers;mobile;2017-03-21 12:34:13;banner_show;user_59
;9024246.0;clothes;mobile;2017-03-17 18:04:17;banner_show;user_59
;306.0;sneakers;desktop;2017-01-04 03:23:37;banner_show;user_60
;14318669.0;sports_nutrition;desktop;2017-03-30 21:00:09;banner_show;user_60
266035.0;;clothes;desktop;2017-03-26 17:37:19;order;user_60
;308.0;clothes;mobile;2017-02-28 20:54:15;banner_show;user_61
;1331980.0;clothes;mobile;2017-02-07 07:40:11;banner_show;user_61
;309.0;company;mobile;2017-02-02 11:25:09;banner_show;user_62
;310.0;sports_nutrition;mobile;2017-02-25 08:11:48;banner_show;user_63
;4292538.0;sneakers;mobile;2017-02-10 04:56:01;banner_show;user_63
;11583006.0;sneakers;mobile;2017-02-21 14:04:26;banner_show;user_63
;311.0;company;mobile;2017-01-06 05:07:07;banner_show;user_64
;314.0;company;mobile;2017-02-07 09:40:13;banner_show;user_65
;318.0;sports_nutrition;mobile;2017-01-09 17:01:29;banner_show;user_66
;637155.0;company;mobile;2017-02-15 09:09:09;banner_show;user_66
;321.0;company;desktop;2017-01-12 10:09:52;banner_show;user_67
;310764.0;sports_nutrition;desktop;2017-02-27 18:09:42;banner_show;user_67
;6298265.0;clothes;desktop;2017-02-17 02:35:11;banner_show;user_67
;6369868.0;company;desktop;2017-01-31 07:30:27;banner_show;user_67
;8696278.0;sneakers;desktop;2017-02-23 16:58:10;banner_show;user_67
;6298265.0;clothes;desktop;2017-02-17 02:35:50;banner_click;user_67
;326.0;sports_nutrition;mobile;2017-03-06 18:30:47;banner_show;user_68
;376.0;company;mobile;2017-03-06 08:13:09;banner_show;user_68
;777.0;company;mobile;2017-02-17 15:00:05;banner_show;user_68
;2199.0;clothes;mobile;2017-02-26 08:35:25;banner_show;user_68
;1683395.0;clothes;mobile;2017-01-26 03:53:46;banner_show;user_68
;1683429.0;clothes;mobile;2017-01-17 15:53:41;banner_show;user_68
;11139040.0;clothes;mobile;2017-03-05 18:30:39;banner_show;user_68
;1683395.0;clothes;mobile;2017-01-26 03:58:05;banner_click;user_68
;329.0;accessories;mobile;2017-01-09 19:34:28;banner_show;user_69
;330.0;sneakers;mobile;2017-02-19 06:20:10;banner_show;user_70
;7033666.0;accessories;mobile;2017-02-24 20:08:05;banner_show;user_70
;7118063.0;accessories;mobile;2017-02-27 14:21:10;banner_show;user_70
;7118063.0;accessories;mobile;2017-02-27 14:22:27;banner_click;user_70
724907.0;;clothes;mobile;2017-03-21 19:51:45;order;user_70
;334.0;sports_nutrition;mobile;2017-01-25 16:12:26;banner_show;user_71
;338.0;sports_nutrition;mobile;2017-01-22 19:05:52;banner_show;user_71
;1072.0;sneakers;mobile;2017-02-09 16:45:14;banner_show;user_71
;1076.0;sneakers;mobile;2017-02-03 13:55:58;banner_show;user_71
;3700278.0;clothes;mobile;2017-01-31 07:55:01;banner_show;user_71
;3700309.0;clothes;mobile;2017-01-27 08:07:36;banner_show;user_71
;1076.0;sneakers;mobile;2017-02-03 13:59:26;banner_click;user_71
;335.0;company;mobile;2017-02-19 11:12:00;banner_show;user_72
;2877710.0;sports_nutrition;mobile;2017-02-05 20:28:16;banner_show;user_72
;23058158.0;accessories;mobile;2017-03-10 17:51:53;banner_show;user_72
;23058158.0;accessories;mobile;2017-03-10 17:57:19;banner_click;user_72
;339.0;accessories;mobile;2017-01-11 10:30:03;banner_show;user_73
;567.0;accessories;mobile;2017-01-03 02:28:09;banner_show;user_73
;343.0;sports_nutrition;mobile;2017-01-18 20:37:28;banner_show;user_74
;373.0;accessories;mobile;2017-01-12 15:05:35;banner_show;user_74
;5079696.0;company;mobile;2017-01-19 09:23:15;banner_show;user_74
;345.0;sports_nutrition;mobile;2017-02-22 13:21:34;banner_show;user_75
;348.0;sports_nutrition;mobile;2017-01-12 15:45:15;banner_show;user_76
;6610230.0;accessories;mobile;2017-01-08 10:50:13;banner_show;user_76
;350.0;clothes;desktop;2017-01-25 15:31:40;banner_show;user_77
;353.0;clothes;mobile;2017-01-29 20:17:39;banner_show;user_78
;380952.0;clothes;mobile;2017-02-02 22:36:24;banner_show;user_78
;355.0;company;mobile;2017-02-16 14:00:47;banner_show;user_79
;356.0;company;mobile;2017-01-13 12:24:55;banner_show;user_80
;120907.0;sports_nutrition;mobile;2017-01-17 20:18:43;banner_show;user_80
;9213221.0;sports_nutrition;mobile;2017-03-05 16:05:50;banner_show;user_80
;357.0;sports_nutrition;desktop;2017-01-16 20:02:33;banner_show;user_81
;10111528.0;accessories;desktop;2017-03-17 06:58:18;banner_show;user_81
;13069459.0;sneakers;desktop;2017-03-02 13:50:44;banner_show;user_81
;358.0;clothes;mobile;2017-01-05 07:45:24;banner_show;user_82
;19631.0;clothes;mobile;2017-01-13 19:13:01;banner_show;user_82
;19631.0;clothes;mobile;2017-01-13 19:14:29;banner_click;user_82
;359.0;clothes;mobile;2017-02-08 16:27:39;banner_show;user_83
;362.0;company;desktop;2017-02-10 17:14:37;banner_show;user_84
;6250138.0;sports_nutrition;desktop;2017-02-11 12:14:36;banner_show;user_84
;6272185.0;company;desktop;2017-02-08 06:38:21;banner_show;user_84
;362.0;company;desktop;2017-02-10 17:19:37;banner_click;user_84
;375.0;clothes;mobile;2017-02-28 15:17:42;banner_show;user_85
;140602.0;clothes;mobile;2017-02-02 16:43:32;banner_show;user_85
;375.0;clothes;mobile;2017-02-28 15:18:28;banner_click;user_85
;377.0;company;desktop;2017-01-26 09:46:10;banner_show;user_86
;379.0;sneakers;mobile;2017-01-22 17:06:25;banner_show;user_87
;5735388.0;accessories;mobile;2017-03-08 07:02:31;banner_show;user_87
;382.0;company;desktop;2017-02-11 07:38:52;banner_show;user_88
;220559.0;sneakers;desktop;2017-02-10 07:31:11;banner_show;user_88
;385.0;clothes;mobile;2017-01-07 22:07:37;banner_show;user_89
;112289.0;sneakers;mobile;2017-01-11 06:12:25;banner_show;user_89
;113007.0;company;mobile;2017-01-11 15:53:38;banner_show;user_89
;392.0;clothes;mobile;2017-01-18 08:40:51;banner_show;user_90
;399.0;sports_nutrition;desktop;2017-01-25 11:26:08;banner_show;user_91
;495.0;sneakers;desktop;2017-01-25 05:33:01;banner_show;user_91
;918.0;accessories;desktop;2017-01-27 16:36:03;banner_show;user_91
;400.0;sports_nutrition;mobile;2017-01-25 04:18:31;banner_show;user_92
;12533636.0;company;mobile;2017-03-16 09:25:42;banner_show;user_92
;12533769.0;company;mobile;2017-03-19 08:07:46;banner_show;user_92
;402.0;sports_nutrition;desktop;2017-02-11 07:03:06;banner_show;user_93
;404.0;company;mobile;2017-01-27 19:27:08;banner_show;user_94
;579.0;company;mobile;2017-02-02 21:32:29;banner_show;user_94
;619.0;company;mobile;2017-02-03 19:05:29;banner_show;user_94
;405.0;clothes;desktop;2017-02-23 16:39:43;banner_show;user_95
;4756549.0;company;desktop;2017-02-08 05:07:40;banner_show;user_95
;418.0;company;mobile;2017-01-02 08:09:02;banner_show;user_96
;432.0;clothes;mobile;2017-01-04 17:51:24;banner_show;user_97
;18993528.0;sneakers;mobile;2017-05-25 15:46:46;banner_show;user_97
;438.0;sports_nutrition;desktop;2017-01-05 16:06:55;banner_show;user_98
;439.0;sports_nutrition;mobile;2017-01-23 07:01:00;banner_show;user_99
;445.0;sneakers;mobile;2017-02-17 20:50:46;banner_show;user_100
;451.0;company;mobile;2017-03-02 12:04:33;banner_show;user_101
;3448933.0;accessories;mobile;2017-02-14 08:48:12;banner_show;user_101
;457.0;clothes;desktop;2017-01-15 16:58:28;banner_show;user_102
;459.0;accessories;mobile;2017-01-15 02:09:42;banner_show;user_103
;488.0;accessories;mobile;2017-01-04 11:21:58;banner_show;user_103
;3148145.0;sneakers;mobile;2017-02-05 21:18:19;banner_show;user_103
;461.0;sneakers;mobile;2017-03-01 03:57:33;banner_show;user_104
;78191.0;company;mobile;2017-02-13 10:57:57;banner_show;user_104
;461.0;sneakers;mobile;2017-03-01 03:58:18;banner_click;user_104
;462.0;company;desktop;2017-02-18 22:05:47;banner_show;user_105
;463.0;sports_nutrition;mobile;2017-01-13 03:05:19;banner_show;user_106
;480.0;sports_nutrition;mobile;2017-01-10 09:27:35;banner_show;user_106
;4911228.0;sneakers;mobile;2017-01-06 07:48:30;banner_show;user_106
;465.0;sneakers;mobile;2017-02-11 08:33:50;banner_show;user_107
;158200.0;sneakers;mobile;2017-02-14 18:08:21;banner_show;user_107
196266.0;;clothes;mobile;2017-02-07 19:12:58;order;user_107
;475.0;sports_nutrition;desktop;2017-02-12 17:41:12;banner_show;user_108
;478.0;clothes;desktop;2017-02-16 19:23:36;banner_show;user_109
;484.0;sneakers;mobile;2017-01-06 19:25:54;banner_show;user_110
;484.0;sneakers;mobile;2017-01-06 19:26:39;banner_click;user_110
;486.0;company;desktop;2017-02-24 17:38:00;banner_show;user_111
;492.0;accessories;mobile;2017-02-24 08:19:21;banner_show;user_112
;23050.0;accessories;mobile;2017-03-01 20:38:08;banner_show;user_112
;494.0;sneakers;mobile;2017-01-13 13:03:29;banner_show;user_113
;5078992.0;sports_nutrition;mobile;2017-01-13 09:55:14;banner_show;user_113
;500.0;clothes;mobile;2017-02-15 05:21:48;banner_show;user_114
;17526.0;clothes;mobile;2017-02-20 18:43:49;banner_show;user_114
;104016.0;company;mobile;2017-03-01 14:05:01;banner_show;user_114
;104243.0;clothes;mobile;2017-02-17 09:08:57;banner_show;user_114
;20371683.0;company;mobile;2017-03-09 20:07:16;banner_show;user_114
;502.0;clothes;mobile;2017-02-26 10:36:05;banner_show;user_115
;8361882.0;clothes;mobile;2017-03-19 02:28:42;banner_show;user_115
;15185409.0;company;mobile;2017-05-04 17:57:49;banner_show;user_115
;16526057.0;sneakers;mobile;2017-04-13 18:24:27;banner_show;user_115
;17637909.0;company;mobile;2017-05-13 16:20:04;banner_show;user_115
;18886034.0;company;mobile;2017-05-18 03:10:30;banner_show;user_115
;22946076.0;accessories;mobile;2017-05-20 13:42:35;banner_show;user_115
;23037763.0;accessories;mobile;2017-05-18 07:00:03;banner_show;user_115
;23491719.0;sneakers;mobile;2017-05-20 10:31:05;banner_show;user_115
;23925135.0;accessories;mobile;2017-05-14 04:06:19;banner_show;user_115
;23925552.0;company;mobile;2017-05-13 21:08:32;banner_show;user_115
;23925135.0;accessories;mobile;2017-05-14 04:09:43;banner_click;user_115
;503.0;company;desktop;2017-02-28 09:45:30;banner_show;user_116
;188135.0;company;desktop;2017-02-27 14:39:51;banner_show;user_116
;188202.0;accessories;desktop;2017-02-14 04:53:30;banner_show;user_116
454313.0;;sneakers;desktop;2017-02-05 12:25:47;order;user_116
;504.0;sneakers;mobile;2017-02-03 10:59:04;banner_show;user_117
;505.0;sneakers;mobile;2017-02-03 20:30:11;banner_show;user_117
;3897.0;sneakers;mobile;2017-01-21 16:55:45;banner_show;user_117
;3697667.0;company;mobile;2017-01-29 13:31:41;banner_show;user_117
;509.0;clothes;desktop;2017-01-08 20:13:26;banner_show;user_118
;1873274.0;accessories;desktop;2017-02-08 03:21:46;banner_show;user_118
;3813731.0;accessories;desktop;2017-02-05 11:44:36;banner_show;user_118
303896.0;;clothes;desktop;2017-02-06 05:15:41;order;user_118
429557.0;;clothes;desktop;2017-01-19 11:35:04;order;user_118
;514.0;sports_nutrition;mobile;2017-01-09 21:18:50;banner_show;user_119
;2026.0;accessories;mobile;2017-01-25 17:04:29;banner_show;user_119
;515.0;accessories;desktop;2017-01-12 17:28:01;banner_show;user_120
427873.0;;sneakers;desktop;2017-01-05 01:22:57;order;user_120
;529.0;sports_nutrition;mobile;2017-01-16 08:08:13;banner_show;user_121
;748.0;sports_nutrition;mobile;2017-01-30 05:38:40;banner_show;user_121
;530.0;accessories;mobile;2017-02-25 17:42:48;banner_show;user_122
;532.0;clothes;mobile;2017-02-19 20:18:33;banner_show;user_123
;535.0;clothes;mobile;2017-02-22 19:43:36;banner_show;user_123
;6437677.0;clothes;mobile;2017-02-22 18:24:52;banner_show;user_123
;6461297.0;clothes;mobile;2017-03-06 10:04:44;banner_show;user_123
;6461299.0;clothes;mobile;2017-02-22 09:45:10;banner_show;user_123
;6480060.0;sneakers;mobile;2017-03-01 12:15:05;banner_show;user_123
;6461299.0;clothes;mobile;2017-02-22 09:46:41;banner_click;user_123
;536.0;company;desktop;2017-01-07 12:39:20;banner_show;user_124
;537.0;clothes;desktop;2017-01-22 06:28:35;banner_show;user_125
